frame,input.bJump,input.bJumped,input.Pitch,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
318,True,True,-1.000000,-1.000000,663.010010,-668.140015,44.399998,195.149994,-199.959991,59.739998,0.933618,0.262763,-0.066332,-0.234337,2.047900,1.250500,-1.532700
319,True,True,-1.000000,-1.000000,664.630005,-669.799988,44.899998,194.000000,-199.050003,59.219997,0.932793,0.255906,-0.067540,-0.244636,2.169400,1.326700,-1.579400
320,True,True,-1.000000,-1.000000,666.250000,-671.459961,45.360001,193.899994,-198.919998,54.320000,0.931593,0.248968,-0.068452,-0.255857,2.414400,1.326900,-1.607500
321,True,True,-1.000000,-1.000000,667.869995,-673.119995,45.779999,193.819992,-198.819992,49.309998,0.929999,0.241928,-0.069078,-0.267958,2.650900,1.326300,-1.639200
322,True,True,-1.000000,-1.000000,669.459961,-674.779968,46.279999,190.539993,-198.619995,54.840000,0.928412,0.234208,-0.070907,-0.279589,2.488200,1.598300,-1.708100
323,True,True,-1.000000,-1.000000,671.029968,-676.419983,46.840000,188.199997,-196.779999,60.149998,0.926456,0.226747,-0.071657,-0.291771,2.690300,1.401200,-1.708000
324,True,True,-1.000000,-1.000000,672.589966,-678.059998,47.320000,187.489990,-196.909988,57.129997,0.924136,0.219027,-0.072493,-0.304540,2.823700,1.465700,-1.750500
325,True,True,-1.000000,-1.000000,674.149963,-679.700012,47.789997,186.639999,-196.979996,55.090000,0.921448,0.211140,-0.073232,-0.317790,2.959000,1.486800,-1.783600
326,True,True,-1.000000,-1.000000,675.700012,-681.339966,48.230000,185.929993,-197.129990,52.719997,0.918368,0.203101,-0.073836,-0.331509,3.096600,1.498700,-1.815900
327,True,True,-1.000000,-1.000000,677.250000,-682.979980,48.629997,185.929993,-197.119995,47.299999,0.914795,0.194896,-0.074149,-0.345929,3.301500,1.489800,-1.864800
328,True,True,-1.000000,-1.000000,678.799988,-684.619995,48.980000,185.929993,-197.110001,41.879997,0.910709,0.186512,-0.074160,-0.361002,3.498900,1.476400,-1.916800
329,True,True,-1.000000,-1.000000,680.349976,-686.260010,49.279999,185.929993,-197.110001,36.459999,0.906087,0.177945,-0.073852,-0.376680,3.688900,1.458900,-1.971900
330,True,True,-1.000000,-1.000000,681.890015,-687.909973,49.599998,184.779999,-198.129990,37.759998,0.901127,0.169222,-0.073728,-0.392298,3.696100,1.516600,-1.973800
331,True,True,-1.000000,-1.000000,683.429993,-689.559998,49.869999,184.759995,-198.149994,32.450001,0.895604,0.160299,-0.073280,-0.408444,3.872600,1.496300,-2.033500
332,True,True,-1.000000,-1.000000,684.969971,-691.209961,50.099998,184.750000,-198.149994,27.029999,0.889493,0.151176,-0.072482,-0.425082,4.046100,1.470100,-2.097500
333,True,True,-1.000000,-1.000000,686.510010,-692.859985,50.279999,184.750000,-198.149994,21.609999,0.882772,0.141843,-0.071322,-0.442162,4.212400,1.441400,-2.164700
334,True,True,-1.000000,-1.000000,688.049988,-694.510010,50.410000,184.750000,-198.149994,16.190001,0.875419,0.132289,-0.069790,-0.459641,4.371700,1.410500,-2.235100
335,True,True,-1.000000,-1.000000,689.589966,-696.159973,50.500000,184.750000,-198.149994,10.770000,0.867418,0.122514,-0.067886,-0.477460,4.524100,1.377900,-2.308700
336,True,True,-1.000000,-1.000000,691.130005,-697.809998,50.539997,184.750000,-198.149994,5.350000,0.858745,0.112506,-0.065598,-0.495576,4.669700,1.343900,-2.385500
337,True,True,-1.000000,-1.000000,692.669983,-699.459961,50.539997,184.750000,-198.149994,-0.060000,0.849384,0.102267,-0.062922,-0.513934,4.756600,1.294900,-2.438700
338,True,True,-1.000000,-1.000000,694.209961,-701.109985,50.489998,184.750000,-198.149994,-5.470000,0.839421,0.091898,-0.059880,-0.532298,4.765100,1.227800,-2.456800
339,True,True,-1.000000,-1.000000,695.750000,-702.760010,50.399998,184.750000,-198.149994,-10.880000,0.829003,0.081551,-0.056524,-0.550371,4.770800,1.163500,-2.476900
340,True,True,-1.000000,-1.000000,697.289978,-704.409973,50.259998,184.750000,-198.149994,-16.289999,0.818136,0.071225,-0.052867,-0.568142,4.773900,1.102100,-2.498800
341,True,True,-1.000000,-1.000000,698.829956,-706.059998,50.079998,184.750000,-198.149994,-21.699999,0.806835,0.060916,-0.048917,-0.585588,4.774700,1.043800,-2.522300
342,True,True,-1.000000,-1.000000,700.369995,-707.709961,49.849998,184.750000,-198.149994,-27.109999,0.795105,0.050622,-0.044688,-0.602701,4.773300,0.988500,-2.547100
343,True,True,-1.000000,-1.000000,701.909973,-709.359985,49.579998,184.750000,-198.149994,-32.520000,0.782958,0.040345,-0.040189,-0.619462,4.769900,0.936300,-2.573100
344,True,True,-1.000000,-1.000000,703.450012,-711.010010,49.259998,184.750000,-198.149994,-37.930000,0.770401,0.030084,-0.035430,-0.635863,4.764600,0.887100,-2.600100
345,True,True,-1.000000,-1.000000,704.989990,-712.659973,48.899998,184.750000,-198.149994,-43.340000,0.757442,0.019839,-0.030424,-0.651891,4.757700,0.841000,-2.627900
346,True,True,-1.000000,-1.000000,706.529968,-714.309998,48.489998,184.750000,-198.149994,-48.750000,0.744094,0.009605,-0.025186,-0.667530,4.749400,0.797900,-2.656300
347,True,True,-1.000000,-1.000000,708.070007,-715.959961,48.039997,184.750000,-198.149994,-54.160000,0.730361,-0.000612,-0.019721,-0.682776,4.739700,0.757800,-2.685200
348,True,True,-1.000000,-1.000000,709.609985,-717.609985,47.539997,184.750000,-198.149994,-59.570000,0.716257,-0.010814,-0.014040,-0.697612,4.728800,0.720700,-2.714400
349,True,True,-1.000000,-1.000000,711.149963,-719.260010,47.000000,184.750000,-198.149994,-64.979996,-0.701787,0.020999,0.008160,0.712030,4.717000,0.686500,-2.743700
350,True,True,-1.000000,-1.000000,712.690002,-720.909973,46.410000,184.750000,-198.149994,-70.389999,-0.686962,0.031169,0.002090,0.726021,4.704300,0.655100,-2.773100
351,True,True,-1.000000,-1.000000,714.149963,-722.450012,46.239998,175.360001,-184.610001,-20.910000,-0.670093,0.033834,-0.007501,0.741468,4.973400,-1.124400,-2.061700
352,True,True,-1.000000,-1.000000,715.609985,-723.989990,46.020000,175.360001,-184.610001,-26.320000,-0.653854,0.036623,-0.016565,0.755552,4.961500,-1.077000,-2.114800
353,True,True,-1.000000,-1.000000,717.070007,-725.529968,45.759998,175.360001,-184.610001,-31.730000,-0.637282,0.039687,-0.025644,0.769181,4.950400,-1.028800,-2.164300
354,True,True,-1.000000,-1.000000,718.529968,-727.070007,45.450001,175.360001,-184.610001,-37.139999,-0.620385,0.043016,-0.034735,0.782346,4.940000,-0.980000,-2.210200
355,True,True,-1.000000,-1.000000,719.989990,-728.609985,45.099998,175.360001,-184.610001,-42.549999,-0.603176,0.046598,-0.043819,0.795039,4.930400,-0.930800,-2.252500
356,True,True,-1.000000,-1.000000,721.450012,-730.149963,44.700001,175.360001,-184.610001,-47.959999,-0.585659,0.050417,-0.052888,0.807258,4.921600,-0.881400,-2.291400
357,True,True,-1.000000,-1.000000,722.909973,-731.690002,44.259998,175.360001,-184.610001,-53.369999,-0.567845,0.054469,-0.061930,0.818993,4.913500,-0.832000,-2.326900
358,True,True,-1.000000,-1.000000,724.369995,-733.229980,43.770000,174.039993,-186.119995,-54.809998,-0.549745,0.058741,-0.070934,0.830240,4.932600,-0.702600,-2.329100
359,True,True,-1.000000,-1.000000,725.820007,-734.779968,43.250000,172.679993,-187.669998,-59.239998,-0.531759,0.063090,-0.079371,0.840804,4.946500,-0.623800,-2.289900
360,True,True,-1.000000,-1.000000,727.260010,-736.339966,42.689999,171.289993,-189.259995,-63.910000,-0.513481,0.067594,-0.087453,0.850952,4.960900,-0.549700,-2.248800
361,True,True,-1.000000,-1.000000,728.669983,-737.899963,42.189999,167.239990,-188.709991,-57.090000,-0.493844,0.070319,-0.095615,0.861412,5.047000,-0.923800,-1.980900
362,True,True,-1.000000,-1.000000,730.059998,-739.469971,41.649998,165.699997,-190.330002,-61.889999,-0.474628,0.073022,-0.103130,0.871068,5.068400,-0.870300,-1.932800
363,True,True,-1.000000,-1.000000,731.440002,-741.049988,41.079998,162.479996,-192.349991,-64.019997,-0.454953,0.075525,-0.110364,0.880417,5.092400,-0.904000,-1.870600
364,True,True,-1.000000,-1.000000,732.789978,-742.649963,40.489998,159.399994,-194.419998,-67.239998,-0.435019,0.077866,-0.117345,0.889340,5.109800,-0.912700,-1.818100
365,True,True,-1.000000,-1.000000,734.119995,-744.269958,39.869999,156.309998,-196.389999,-70.839996,-0.414794,0.080040,-0.124083,0.897855,5.127000,-0.924200,-1.763300
366,True,True,-1.000000,-1.000000,735.419983,-745.899963,39.219997,153.209991,-198.239990,-74.799995,-0.394288,0.082036,-0.130568,0.905957,5.143700,-0.939000,-1.705900
367,True,True,-1.000000,-1.000000,736.690002,-747.549988,38.540001,150.119995,-199.929993,-78.459999,-0.373513,0.083838,-0.136788,0.913646,5.157300,-0.974700,-1.643700
368,True,True,-1.000000,-1.000000,737.940002,-749.209961,37.829998,147.149994,-201.500000,-81.889999,-0.352538,0.085440,-0.142744,0.920891,5.166900,-1.023300,-1.582900
369,True,True,-1.000000,-1.000000,739.169983,-750.889954,37.079998,144.369995,-202.979996,-85.470001,-0.331417,0.086848,-0.148446,0.927676,5.173900,-1.070000,-1.528100
