frame,input.bJump,input.bJumped,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
325,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
326,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
327,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
328,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
329,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
330,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
331,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
332,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
333,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
334,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
335,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
336,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
337,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
338,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
339,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
340,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
341,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
342,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
343,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
344,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
345,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
346,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
347,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
348,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
349,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
350,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
351,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
352,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
353,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
354,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
355,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
356,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
357,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
358,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
359,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
360,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
361,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
362,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
363,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
364,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
365,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
366,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
367,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
368,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
369,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
370,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
